Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Gene	Type	Beta	SE	P	Details
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg26070757	chr1:31402242		Open sea	0.0051	9e-04	2.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08256536	chr8:124215129	FAM83A;LOC100131726	Open sea	-0.0071	0.0012	2.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg05487507	chr17:46671861	LOC404266;HOXB5	North shore	-0.012	0.002	2.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg21691065	chr1:2804835		Open sea	0.0055	9e-04	2.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg26900995	chr17:20060311	CYTSB	South shore	-0.0097	0.0016	2.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg27468704	chr22:26875823	HPS4	North shelf	-0.0071	0.0012	3e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg09651136	chr15:72525012	PKM2	South shore	0.0077	0.0013	3e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg25649826	chr17:20938740	USP22	Open sea	-0.0053	9e-04	3e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13464337	chr9:130699468	DPM2	North shore	-0.0083	0.0014	3e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg21756476	chr15:61182765	RORA	Open sea	0.0172	0.0029	3.1e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg22849665	chr6:32118375	PRRT1	Island	-0.0141	0.0024	3.1e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13545717	chr9:126585875	DENND1A	Open sea	0.0061	0.001	3.1e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg04134748	chr1:3052175	PRDM16	Open sea	0.0138	0.0023	3.1e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg16755833	chr17:80866063	TBCD	South shelf	0.0056	0.001	3.2e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg23720331	chr10:123873670	TACC2	South shore	0.0025	4e-04	3.2e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg23972860	chr1:7395024	CAMTA1	Open sea	0.0088	0.0015	3.2e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg05485379	chr3:197121410		Open sea	-0.0022	4e-04	3.3e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg10629249	chr5:68789822	OCLN	Island	-0.0062	0.001	3.3e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg25537245	chr17:56413890		Open sea	-0.0057	0.001	3.3e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg05221370	chr7:110738836	LRRN3;IMMP2L	Open sea	-0.0168	0.0028	3.4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg27113548	chr14:106354912		Open sea	-0.017	0.0029	3.4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg11095027	chr11:1297066	TOLLIP	North shore	0.0124	0.0021	3.4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg12678834	chr11:118753662	CXCR5	Open sea	-0.0092	0.0016	3.4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg01782024	chr1:91989267	CDC7	Open sea	0.006	0.001	3.4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg06700877	chr10:104169610	PSD	North shore	-0.0088	0.0015	3.4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13834112	chr15:90361639		South shelf	0.0131	0.0022	3.5e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg25923345	chr7:100304669	POP7	South shore	-0.0032	5e-04	3.5e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg21776286	chr7:99964298	PILRB	Open sea	0.005	8e-04	3.5e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg23657179	chr10:77165025	C10orf41	Island	-0.0246	0.0042	3.5e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg05946118	chr16:8985638		Open sea	-0.0044	7e-04	3.5e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg20533899	chr11:76381105	LRRC32	North shore	-0.0081	0.0014	3.5e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg06866033	chr5:141391951	GNPDA1	North shore	-0.0101	0.0017	3.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg15074033	chr12:52652462		Island	0.0069	0.0012	3.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg04315923	chr16:29634191		Open sea	0.0026	4e-04	3.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg25064552	chr1:153938859	SLC39A1	North shore	-0.0079	0.0013	3.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg17323704	chr3:127391632	ABTB1;PODXL2	Island	-0.0019	3e-04	3.6e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg06599908	chr19:54931632	TTYH1	South shelf	0.0117	0.002	3.7e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg07996785	chr1:65775125	DNAJC6	Island	0.0029	5e-04	3.7e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg06577850	chr7:84002356		Open sea	-0.0115	0.002	3.7e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg05660670	chr12:20521635	PDE3A	Island	0.0033	6e-04	3.7e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg10359157	chr13:51418020	DLEU7	Island	-0.0087	0.0015	3.7e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13787850	chr9:102195951		Open sea	-0.0187	0.0032	3.8e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg06648759	chr13:40892751		Open sea	0.0125	0.0021	3.8e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08239426	chr1:244965954		Open sea	0.0057	0.001	3.8e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg21067023	chr18:501513	COLEC12	South shore	-0.0163	0.0028	3.8e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg24134897	chr11:859670	TSPAN4	South shore	0.0184	0.0031	3.8e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13795986	chr1:155880507	RIT1	Open sea	-0.012	0.002	3.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08013810	chr20:34389239	PHF20	Open sea	0.004	7e-04	3.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg14021478	chr6:33384537	CUTA	North shore	-0.0087	0.0015	3.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg06762457	chr6:149806635	ZC3H12D	Open sea	-0.0192	0.0033	3.9e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg20309891	chr17:41739130	MEOX1	Open sea	-0.007	0.0012	4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg15935121	chr1:2230601	SKI	North shore	0.0068	0.0012	4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg19022697	chr1:55247140	TTC22	Island	-0.0176	0.003	4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg25818583	chr19:55549801	GP6	Open sea	-0.015	0.0025	4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg06795233	chr2:219737392	WNT6	North shore	0.0119	0.002	4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg04221461	chr1:243877024	AKT3	Open sea	0.0127	0.0022	4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg25076959	chr20:61201271		Island	0.0049	8e-04	4e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg00116430	chr1:94188268		Open sea	-0.0197	0.0034	4.1e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg18806997	chr1:45242078	SNORD46;RPS8;SNORD38A	South shore	-0.0093	0.0016	4.1e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08361238	chr1:117452304	PTGFRN	Island	-0.0059	0.001	4.1e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg00326958	chr10:43892075	HNRNPF	Island	-0.0101	0.0017	4.1e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg07556018	chr11:2677341	KCNQ1;KCNQ1OT1	Open sea	0.0119	0.002	4.1e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg06649191	chr17:42908211	GJC1	South shore	0.0033	6e-04	4.2e-09	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg05252279	chr10:81588174		South shore	-0.0089	0.0015	4.2e-09	
